Relaciones Existentes
[['PrescriptiveRecommendationProperty', 'PrescriptiveAnalysisRecommendationProperty', 'PropertyID']
 ['DiskDrives', 'MetricThresholds', 'SQLServerID']
 ['DiskDrives', 'QueryMonitorStatistics', 'SQLServerID']
 ['DiskDrives', 'QueryMonitorStatistics', 'UTCCollectionDateTime']
 ['DiskDrives', 'ServerActivity', 'SQLServerID']
 ['DiskDrives', 'ServerActivity', 'UTCCollectionDateTime']
 ['DiskDrives', 'Blocks', 'SQLServerID']
 ['DiskDrives', 'Blocks', 'UTCCollectionDateTime']
 ['DiskDrives', 'BlockingSessionStatistics', 'SQLServerID']
 ['DiskDrives', 'BlockingSessionStatistics', 'UTCCollectionDateTime']
 ['PrescriptiveRecommendationCategory', 'BaselineMetaData', 'Name']
 ['PrescriptiveRecommendationCategory', 'BaselineMetaData', 'Description']
 ['PrescriptiveRecommendationCategory', 'PrescriptiveRecommendation', 'Description']
 ['PrescriptiveRecommendationCategory', 'RunQueryScripts', 'Name']
 ['PrescriptiveRecommendationCategory', 'PrescriptiveAnalyzer', 'Name']
 ['PrescriptiveRecommendationCategory', 'AzureApplication', 'Name']
 ['PrescriptiveRecommendationCategory', 'AzureApplication', 'Description']
 ['PrescriptiveRecommendationCategory', 'Tags', 'Name']
 ['PrescriptiveRecommendationCategory', 'RepositoryInfo', 'Name']
 ['PrescriptiveRecommendationCategory', 'AzureSubscription', 'Description']
 ['PrescriptiveRecommendationCategory', 'AzureApplicationProfile', 'Name']
 ['PrescriptiveRecommendationCategory', 'AzureApplicationProfile', 'Description']
 ['PrescriptiveRecommendationCategory', 'PrescriptiveOptimiztionExecutionStatus', 'Description']
 ['PrescriptiveRecommendationCategory', 'AzureResource', 'Name']
 ['PrescriptiveRecommendationCategory', 'AzureProfile', 'Description']
 ['PrescriptiveRecommendationCategory', 'DashboardLayouts', 'Name']
 ['PrescriptiveRecommendationCategory', 'WaitCategories', 'CategoryID']
 ['PrescriptiveRecommendationCategory', 'WaitTypes', 'CategoryID']
 ['PrescriptiveRecommendationCategory', 'WaitTypes', 'Description']
 ['PrescriptiveRecommendationCategory', 'AuditableEvents', 'Name']
 ['PrescriptiveRecommendationCategory', 'AuditableActions', 'Name']
 ['PrescriptiveRecommendationCategory', 'AlertTemplateLookup', 'Name']
 ['PrescriptiveRecommendationCategory', 'AlertTemplateLookup', 'Description']
 ['PrescriptiveRecommendationCategory', 'MetricInfo', 'Name']
 ['PrescriptiveRecommendationCategory', 'MetricInfo', 'Description']
 ['DatabaseSizeAggregation', 'DatabaseFileStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DatabaseFileStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DiskDriveStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DiskDriveStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'DatabaseStatus']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'TotalTimeDeltaInSeconds']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'DatabaseID']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'MinTimeDeltaInSeconds']
 ['DatabaseSizeAggregation', 'DatabaseStatisticsAggregation', 'MaxTimeDeltaInSeconds']
 ['DatabaseSizeAggregation', 'MirroringParticipants', 'DatabaseID']
 ['DatabaseSizeAggregation', 'MirroringStatistics', 'DatabaseID']
 ['DatabaseSizeAggregation', 'SQLServerDatabaseNames', 'DatabaseID']
 ['DatabaseSizeAggregation', 'DatabaseFiles', 'DatabaseID']
 ['DatabaseSizeAggregation', 'DatabaseStatistics', 'DatabaseStatus']
 ['DatabaseSizeAggregation', 'DatabaseStatistics', 'DatabaseID']
 ['DatabaseSizeAggregation', 'stageDatabaseStatistics', 'DatabaseStatus']
 ['DatabaseSizeAggregation', 'DatabaseSize', 'DatabaseStatus']
 ['DatabaseSizeAggregation', 'DatabaseSize', 'DatabaseID']
 ['DatabaseSizeAggregation', 'SQLServerTableNames', 'DatabaseID']
 ['DatabaseSizeAggregation', 'AlwaysOnDatabases', 'DatabaseID']
 ['DatabaseSizeAggregation', 'DatabaseSizeDateTime', 'DatabaseID']
 ['DatabaseSizeAggregation', 'ActiveWaitStatistics', 'DatabaseID']
 ['DatabaseSizeAggregation', 'QueryMonitorStatistics', 'DatabaseID']
 ['DatabaseSizeAggregation', 'BlockingSessionStatistics', 'DatabaseID']
 ['DatabaseSizeAggregation', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['BaselineMetaData', 'PrescriptiveRecommendation', 'Description']
 ['BaselineMetaData', 'RunQueryScripts', 'Name']
 ['BaselineMetaData', 'PrescriptiveAnalyzerCategory', 'Category']
 ['BaselineMetaData', 'PrescriptiveAnalyzer', 'Name']
 ['BaselineMetaData', 'AzureApplication', 'Name']
 ['BaselineMetaData', 'AzureApplication', 'Description']
 ['BaselineMetaData', 'Tags', 'Name']
 ['BaselineMetaData', 'RepositoryInfo', 'Name']
 ['BaselineMetaData', 'AzureSubscription', 'Description']
 ['BaselineMetaData', 'AzureApplicationProfile', 'Name']
 ['BaselineMetaData', 'AzureApplicationProfile', 'Description']
 ['BaselineMetaData', 'PrescriptiveOptimiztionExecutionStatus', 'Description']
 ['BaselineMetaData', 'AzureResource', 'Name']
 ['BaselineMetaData', 'AzureProfile', 'Description']
 ['BaselineMetaData', 'BaselineStatistics', 'MetricID']
 ['BaselineMetaData', 'DashboardLayouts', 'Name']
 ['BaselineMetaData', 'WaitCategories', 'Category']
 ['BaselineMetaData', 'WaitTypes', 'Description']
 ['BaselineMetaData', 'AuditableEvents', 'Name']
 ['BaselineMetaData', 'AuditableActions', 'Name']
 ['BaselineMetaData', 'AlertTemplateLookup', 'Name']
 ['BaselineMetaData', 'AlertTemplateLookup', 'Description']
 ['BaselineMetaData', 'DBMetrics', 'MetricID']
 ['BaselineMetaData', 'CustomDashboardWidgets', 'MetricID']
 ['BaselineMetaData', 'MetricInfo', 'Category']
 ['BaselineMetaData', 'MetricInfo', 'Name']
 ['BaselineMetaData', 'MetricInfo', 'Description']
 ['DatabaseFileStatisticsAggregation', 'DiskDriveStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseFileStatisticsAggregation', 'DiskDriveStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseFileStatisticsAggregation', 'DiskDriveStatisticsAggregation', 'DriveName']
 ['DatabaseFileStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DatabaseFileStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DatabaseFileStatisticsAggregation', 'DatabaseFiles', 'FileID']
 ['DatabaseFileStatisticsAggregation', 'DatabaseFiles', 'DriveName']
 ['DatabaseFileStatisticsAggregation', 'DatabaseFileActivity', 'FileID']
 ['DatabaseFileStatisticsAggregation', 'TempdbFileData', 'FileID']
 ['DatabaseFileStatisticsAggregation', 'DiskDriveStatistics', 'DriveName']
 ['DatabaseFileStatisticsAggregation', 'DatabaseFileStatistics', 'FileID']
 ['DatabaseFileStatisticsAggregation', 'DatabaseFileStatistics', 'DriveName']
 ['PredictiveForecasts', 'DiskDriveStatisticsAggregation', 'SQLServerID']
 ['PredictiveForecasts', 'AlertInstanceTemplate', 'SQLServerID']
 ['PredictiveForecasts', 'AdvanceFilteringAlert', 'Metric']
 ['PredictiveForecasts', 'PrescriptiveAnalysis', 'SQLServerID']
 ['PredictiveForecasts', 'VMConfigData', 'SQLServerID']
 ['PredictiveForecasts', 'ESXConfigData', 'SQLServerID']
 ['PredictiveForecasts', 'CustomCounterTags', 'Metric']
 ['PredictiveForecasts', 'VMStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'AzureProfile', 'SQLServerID']
 ['PredictiveForecasts', 'ESXStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'BaselineTemplates', 'SQLServerID']
 ['PredictiveForecasts', 'ServerStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'OSStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'BaselineStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'SQLServerDatabaseNames', 'SQLServerID']
 ['PredictiveForecasts', 'DashboardDefaults', 'SQLServerID']
 ['PredictiveForecasts', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['PredictiveForecasts', 'WaitStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'AlwaysOnReplicas', 'SQLServerID']
 ['PredictiveForecasts', 'AlwaysOnStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'LatestGroomingStatus', 'SQLServerID']
 ['PredictiveForecasts', 'DiskDriveStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'DefaultMetricThresholds', 'Metric']
 ['PredictiveForecasts', 'ActiveWaitStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'MetricThresholds', 'SQLServerID']
 ['PredictiveForecasts', 'MetricThresholds', 'Metric']
 ['PredictiveForecasts', 'Alerts', 'Metric']
 ['PredictiveForecasts', 'Alerts', 'Severity']
 ['PredictiveForecasts', 'Tasks', 'Metric']
 ['PredictiveForecasts', 'Tasks', 'Severity']
 ['PredictiveForecasts', 'QueryMonitorStatistics', 'SQLServerID']
 ['PredictiveForecasts', 'MetricInfo', 'Metric']
 ['PredictiveForecasts', 'ServerActivity', 'SQLServerID']
 ['PredictiveForecasts', 'MetricMetaData', 'Metric']
 ['PredictiveForecasts', 'Blocks', 'SQLServerID']
 ['PredictiveForecasts', 'BlockingSessionStatistics', 'SQLServerID']
 ['PrescriptiveRecommendation', 'RecommedationClassification', 'RecommendationID']
 ['PrescriptiveRecommendation', 'AzureApplication', 'Description']
 ['PrescriptiveRecommendation', 'AzureSubscription', 'Description']
 ['PrescriptiveRecommendation', 'AzureApplicationProfile', 'Description']
 ['PrescriptiveRecommendation', 'PrescriptiveOptimiztionExecutionStatus', 'Description']
 ['PrescriptiveRecommendation', 'AzureProfile', 'Description']
 ['PrescriptiveRecommendation', 'WaitCategories', 'CategoryID']
 ['PrescriptiveRecommendation', 'WaitTypes', 'CategoryID']
 ['PrescriptiveRecommendation', 'WaitTypes', 'Description']
 ['PrescriptiveRecommendation', 'AlertTemplateLookup', 'Description']
 ['PrescriptiveRecommendation', 'CustomDashboard', 'Tags']
 ['PrescriptiveRecommendation', 'MetricInfo', 'Description']
 ['PrescriptiveRecommendation', 'AnalysisConfiguration', 'IsActive']
 ['PrescriptiveRecommendation', 'AnalysisConfigCategories', 'CategoryID']
 ['DiskDriveStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MinDatabaseSizeTime']
 ['DiskDriveStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MaxUTCCollectionDateTime']
 ['DiskDriveStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MinUTCCollectionDateTime']
 ['DiskDriveStatisticsAggregation', 'DatabaseStatisticsAggregation', 'MaxDatabaseSizeTime']
 ['DiskDriveStatisticsAggregation', 'AlertInstanceTemplate', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'PrescriptiveAnalysis', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'VMConfigData', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'ESXConfigData', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'VMStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'MonitoredSQLServers', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'AzureProfile', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'ESXStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'BaselineTemplates', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'ServerStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'OSStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'BaselineStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'SQLServerDatabaseNames', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'DashboardDefaults', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'DatabaseFiles', 'DriveName']
 ['DiskDriveStatisticsAggregation', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'WaitStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'AlwaysOnReplicas', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'AlwaysOnStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'LatestGroomingStatus', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'DiskDriveStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'DiskDriveStatistics', 'DriveName']
 ['DiskDriveStatisticsAggregation', 'ActiveWaitStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'DatabaseFileStatistics', 'DriveName']
 ['DiskDriveStatisticsAggregation', 'MetricThresholds', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'QueryMonitorStatistics', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'ServerActivity', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'Blocks', 'SQLServerID']
 ['DiskDriveStatisticsAggregation', 'BlockingSessionStatistics', 'SQLServerID']
 ['DatabaseStatisticsAggregation', 'MirroringParticipants', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'MirroringStatistics', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'SQLServerDatabaseNames', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'DatabaseFiles', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'DatabaseStatistics', 'ElasticPool']
 ['DatabaseStatisticsAggregation', 'DatabaseStatistics', 'DatabaseStatus']
 ['DatabaseStatisticsAggregation', 'DatabaseStatistics', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'stageDatabaseStatistics', 'ElasticPool']
 ['DatabaseStatisticsAggregation', 'stageDatabaseStatistics', 'DatabaseStatus']
 ['DatabaseStatisticsAggregation', 'DatabaseSize', 'DatabaseStatus']
 ['DatabaseStatisticsAggregation', 'DatabaseSize', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'SQLServerTableNames', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'AlwaysOnDatabases', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'DatabaseSizeDateTime', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'ActiveWaitStatistics', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'QueryMonitorStatistics', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'BlockingSessionStatistics', 'DatabaseID']
 ['DatabaseStatisticsAggregation', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['MirroringParticipants', 'MirroringStatistics', 'mirroring_guid']
 ['MirroringParticipants', 'MirroringStatistics', 'mirroring_state']
 ['MirroringParticipants', 'MirroringStatistics', 'DatabaseID']
 ['MirroringParticipants', 'MirroringStatistics', 'role']
 ['MirroringParticipants', 'MirroringStatistics', 'witness_status']
 ['MirroringParticipants', 'DatabaseFiles', 'DatabaseID']
 ['MirroringParticipants', 'DatabaseStatistics', 'DatabaseID']
 ['MirroringParticipants', 'DatabaseSize', 'DatabaseID']
 ['MirroringParticipants', 'SQLServerTableNames', 'DatabaseID']
 ['MirroringParticipants', 'AlwaysOnDatabases', 'DatabaseID']
 ['MirroringParticipants', 'DatabaseSizeDateTime', 'DatabaseID']
 ['MirroringParticipants', 'ActiveWaitStatistics', 'DatabaseID']
 ['MirroringParticipants', 'QueryMonitorStatistics', 'DatabaseID']
 ['MirroringParticipants', 'BlockingSessionStatistics', 'DatabaseID']
 ['MirroringParticipants', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['RunQueryScripts', 'PrescriptiveAnalyzer', 'Name']
 ['RunQueryScripts', 'AzureApplication', 'Name']
 ['RunQueryScripts', 'Tags', 'Name']
 ['RunQueryScripts', 'RepositoryInfo', 'Name']
 ['RunQueryScripts', 'AzureApplicationProfile', 'Name']
 ['RunQueryScripts', 'AzureResource', 'Type']
 ['RunQueryScripts', 'AzureResource', 'Name']
 ['RunQueryScripts', 'DashboardLayouts', 'Name']
 ['RunQueryScripts', 'AuditableEvents', 'Name']
 ['RunQueryScripts', 'AuditableActions', 'Name']
 ['RunQueryScripts', 'AlertTemplateLookup', 'Name']
 ['RunQueryScripts', 'MetricInfo', 'Name']
 ['PrescriptiveAnalyzerCategory', 'PrescriptiveAnalyzer', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AlertInstanceTemplate', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AdvanceFilteringAlert', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AzureApplication', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AzureSubscription', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AzureApplicationProfile', 'ID']
 ['PrescriptiveAnalyzerCategory', 'PrescriptiveOptimiztionExecutionStatus', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AzureResource', 'ID']
 ['PrescriptiveAnalyzerCategory', 'PrescriptiveAnalysisRecommendation', 'ID']
 ['PrescriptiveAnalyzerCategory', 'AzureProfile', 'ID']
 ['PrescriptiveAnalyzerCategory', 'CounterMasterList', 'ID']
 ['PrescriptiveAnalyzerCategory', 'CustomReports', 'ID']
 ['PrescriptiveAnalyzerCategory', 'CustomReportsCounters', 'ID']
 ['PrescriptiveAnalyzerCategory', 'WaitCategories', 'Category']
 ['PrescriptiveAnalyzerCategory', 'MetricInfo', 'Category']
 ['PrescriptiveAnalyzerCategory', 'AnalysisConfiguration', 'ID']
 ['MirroringPreferredConfig', 'AdvanceFilteringAlert', 'DatabaseName']
 ['MirroringPreferredConfig', 'SQLServerDatabaseNames', 'DatabaseName']
 ['MirroringPreferredConfig', 'SQLsafeConnections', 'DatabaseName']
 ['MirroringPreferredConfig', 'stageDatabaseStatistics', 'DatabaseName']
 ['MirroringPreferredConfig', 'AlwaysOnDatabases', 'DatabaseName']
 ['MirroringPreferredConfig', 'Alerts', 'DatabaseName']
 ['MirroringPreferredConfig', 'Tasks', 'DatabaseName']
 ['PrescriptiveAnalyzer', 'AlertInstanceTemplate', 'ID']
 ['PrescriptiveAnalyzer', 'AdvanceFilteringAlert', 'ID']
 ['PrescriptiveAnalyzer', 'AzureApplication', 'Name']
 ['PrescriptiveAnalyzer', 'AzureApplication', 'ID']
 ['PrescriptiveAnalyzer', 'Tags', 'Name']
 ['PrescriptiveAnalyzer', 'RepositoryInfo', 'Name']
 ['PrescriptiveAnalyzer', 'AzureSubscription', 'ID']
 ['PrescriptiveAnalyzer', 'AzureApplicationProfile', 'Name']
 ['PrescriptiveAnalyzer', 'AzureApplicationProfile', 'ID']
 ['PrescriptiveAnalyzer', 'PrescriptiveOptimiztionExecutionStatus', 'ID']
 ['PrescriptiveAnalyzer', 'AzureResource', 'Name']
 ['PrescriptiveAnalyzer', 'AzureResource', 'ID']
 ['PrescriptiveAnalyzer', 'PrescriptiveAnalysisRecommendation', 'ID']
 ['PrescriptiveAnalyzer', 'AzureProfile', 'ID']
 ['PrescriptiveAnalyzer', 'CounterMasterList', 'ID']
 ['PrescriptiveAnalyzer', 'CustomReports', 'ID']
 ['PrescriptiveAnalyzer', 'DashboardLayouts', 'Name']
 ['PrescriptiveAnalyzer', 'CustomReportsCounters', 'ID']
 ['PrescriptiveAnalyzer', 'AuditableEvents', 'Name']
 ['PrescriptiveAnalyzer', 'AuditableActions', 'Name']
 ['PrescriptiveAnalyzer', 'AlertTemplateLookup', 'Name']
 ['PrescriptiveAnalyzer', 'MetricInfo', 'Name']
 ['PrescriptiveAnalyzer', 'AnalysisConfiguration', 'ID']
 ['AlertInstanceTemplate', 'AdvanceFilteringAlert', 'ID']
 ['AlertInstanceTemplate', 'AzureApplication', 'ID']
 ['AlertInstanceTemplate', 'PrescriptiveAnalysis', 'SQLServerID']
 ['AlertInstanceTemplate', 'AzureSubscription', 'ID']
 ['AlertInstanceTemplate', 'VMConfigData', 'SQLServerID']
 ['AlertInstanceTemplate', 'AzureApplicationProfile', 'ID']
 ['AlertInstanceTemplate', 'ESXConfigData', 'SQLServerID']
 ['AlertInstanceTemplate', 'PrescriptiveOptimiztionExecutionStatus', 'ID']
 ['AlertInstanceTemplate', 'AzureResource', 'ID']
 ['AlertInstanceTemplate', 'VMStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'PrescriptiveAnalysisRecommendation', 'ID']
 ['AlertInstanceTemplate', 'MonitoredSQLServers', 'SQLServerID']
 ['AlertInstanceTemplate', 'AzureProfile', 'SQLServerID']
 ['AlertInstanceTemplate', 'AzureProfile', 'ID']
 ['AlertInstanceTemplate', 'ESXStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'BaselineTemplates', 'TemplateID']
 ['AlertInstanceTemplate', 'BaselineTemplates', 'SQLServerID']
 ['AlertInstanceTemplate', 'ServerStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'OSStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'BaselineStatistics', 'TemplateID']
 ['AlertInstanceTemplate', 'BaselineStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'CounterMasterList', 'ID']
 ['AlertInstanceTemplate', 'SQLServerDatabaseNames', 'SQLServerID']
 ['AlertInstanceTemplate', 'CustomReports', 'ID']
 ['AlertInstanceTemplate', 'DashboardDefaults', 'SQLServerID']
 ['AlertInstanceTemplate', 'CustomReportsCounters', 'ID']
 ['AlertInstanceTemplate', 'MonitoredServerSQLsafeInstance', 'SQLServerID']
 ['AlertInstanceTemplate', 'WaitStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'AlwaysOnReplicas', 'SQLServerID']
 ['AlertInstanceTemplate', 'AlwaysOnStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'AlwaysOnRealTimeStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'AlertTemplateLookup', 'TemplateID']
 ['AlertInstanceTemplate', 'LatestGroomingStatus', 'SQLServerID']
 ['AlertInstanceTemplate', 'DiskDriveStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'ActiveWaitStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'MetricThresholds', 'SQLServerID']
 ['AlertInstanceTemplate', 'QueryMonitorStatistics', 'SQLServerID']
 ['AlertInstanceTemplate', 'ServerActivity', 'SQLServerID']
 ['AlertInstanceTemplate', 'AnalysisConfiguration', 'ID']
 ['AlertInstanceTemplate', 'Blocks', 'SQLServerID']
 ['AlertInstanceTemplate', 'BlockingSessionStatistics', 'SQLServerID']
 ['VirtualHostServers', 'MonitoredSQLServers', 'Password']
 ['VirtualHostServers', 'MonitoredSQLServers', 'Deleted']
 ['VirtualHostServers', 'MonitoredSQLServers', 'Username']
 ['VirtualHostServers', 'MonitoredSQLServers', 'Active']
 ['VirtualHostServers', 'MonitoredSQLServers', 'RegisteredDate']
 ['VirtualHostServers', 'MonitoredSQLServers', 'VHostID']
 ['VirtualHostServers', 'BaselineTemplates', 'Active']
 ['VirtualHostServers', 'SQLsafeConnections', 'Active']
 ['VirtualHostServers', 'SQLsafeConnections', 'Deleted']
 ['VirtualHostServers', 'SQLsafeConnections', 'RegisteredDate']
 ['VirtualHostServers', 'AlwaysOnAvailabilityGroups', 'Active']
 ['VirtualHostServers', 'AlwaysOnReplicas', 'Active']
 ['VirtualHostServers', 'WebFramework', 'Password']
 ['VirtualHostServers', 'Alerts', 'Active']
 ['VirtualHostServers', 'MetricMetaData', 'Deleted']
 ['MirroringStatistics', 'VMConfigData', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'ESXConfigData', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'VMStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'ESXStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'ServerStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'OSStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DatabaseFiles', 'DatabaseID']
 ['MirroringStatistics', 'DatabaseFileActivity', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'TempdbFileData', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'WaitStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DatabaseStatistics', 'DatabaseID']
 ['MirroringStatistics', 'DatabaseStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'stageDatabaseStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DatabaseSize', 'DatabaseID']
 ['MirroringStatistics', 'DatabaseSize', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'SQLServerTableNames', 'DatabaseID']
 ['MirroringStatistics', 'TableGrowth', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'TableReorganization', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'AlwaysOnDatabases', 'DatabaseID']
 ['MirroringStatistics', 'AlwaysOnStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'AlwaysOnRealTimeStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DatabaseSizeDateTime', 'DatabaseID']
 ['MirroringStatistics', 'DatabaseSizeDateTime', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DiskDriveStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'ActiveWaitStatistics', 'DatabaseID']
 ['MirroringStatistics', 'ActiveWaitStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'DatabaseFileStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'QueryMonitorStatistics', 'DatabaseID']
 ['MirroringStatistics', 'QueryMonitorStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'ServerActivity', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'Blocks', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'BlockingSessionStatistics', 'DatabaseID']
 ['MirroringStatistics', 'BlockingSessionStatistics', 'UTCCollectionDateTime']
 ['MirroringStatistics', 'AnalysisConfigBlockedDatabases', 'DatabaseID']
 ['AdvanceFilteringAlert', 'AzureApplication', 'ID']
 ['AdvanceFilteringAlert', 'AzureSubscription', 'ID']
 ['AdvanceFilteringAlert', 'AzureApplicationProfile', 'ID']
 ['AdvanceFilteringAlert', 'CustomCounterTags', 'Metric']
 ['AdvanceFilteringAlert', 'PrescriptiveOptimiztionExecutionStatus', 'ID']
 ['AdvanceFilteringAlert', 'AzureResource', 'ID']
 ['AdvanceFilteringAlert', 'PrescriptiveAnalysisRecommendation', 'ID']
 ['AdvanceFilteringAlert', 'AzureProfile', 'ID']
 ['AdvanceFilteringAlert', 'CounterMasterList', 'ID']
 ['AdvanceFilteringAlert', 'SQLServerDatabaseNames', 'DatabaseName']
 ['AdvanceFilteringAlert', 'CustomReports', 'ID']
 ['AdvanceFilteringAlert', 'CustomReportsCounters', 'ID']
 ['AdvanceFilteringAlert', 'SQLsafeConnections', 'DatabaseName']
 ['AdvanceFilteringAlert', 'stageDatabaseStatistics', 'DatabaseName']
 ['AdvanceFilteringAlert', 'AlwaysOnDatabases', 'DatabaseName']
