Relaciones Existentes
[]

Relaciones Posibles/Faltantes
[['vw_CoreUsers', 'UsersProductWidgetConfig', 'UserId']
 ['Audit_Log', 'Licenses', 'ID']
 ['Audit_Log', 'Database-RegisteredProduct', 'DatabaseID']
 ['Audit_Log', 'Databases', 'InstanceID']
 ['Audit_Log', 'Databases', 'ID']
 ['Audit_Log', 'Alerts_Metadata', 'ID']
 ['Audit_Log', 'ProductWidgetConfig', 'ID']
 ['Audit_Log', 'ViewColumn', 'ID']
 ['Audit_Log', 'ViewConfig', 'ID']
 ['Audit_Log', 'Permissions', 'UserID']
 ['Audit_Log', 'Permission_Instances', 'InstanceID']
 ['Audit_Log', 'Instance-RegisteredProduct', 'InstanceID']
 ['Audit_Log', 'RegisteredProducts', 'ID']
 ['RegisteredTag-Instances', 'RegisteredTag-Databases', 'TagID']
 ['RegisteredTag-Instances', 'Databases', 'InstanceID']
 ['RegisteredTag-Instances', 'Permission_Instances', 'InstanceID']
 ['RegisteredTag-Instances', 'Instance-RegisteredProduct', 'InstanceID']
 ['RegisteredTag-Databases', 'Database-RegisteredProduct', 'DatabaseID']
 ['Tags', 'ProductMigrations', 'ProductID']
 ['Tags', 'Licenses', 'ID']
 ['Tags', 'Licenses', 'ProductID']
 ['Tags', 'Database-RegisteredProduct', 'ProductID']
 ['Tags', 'Databases', 'Name']
 ['Tags', 'Databases', 'ID']
 ['Tags', 'Alerts_Metadata', 'ID']
 ['Tags', 'ProductWidgetConfig', 'Description']
 ['Tags', 'ProductWidgetConfig', 'Name']
 ['Tags', 'ProductWidgetConfig', 'ID']
 ['Tags', 'ProductWidgetConfig', 'ProductID']
 ['Tags', 'ViewColumn', 'ID']
 ['Tags', 'ViewConfig', 'Name']
 ['Tags', 'ViewConfig', 'ID']
 ['Tags', 'RegisteredProductURLs', 'ProductID']
 ['Tags', 'Permissions', 'ProductID']
 ['Tags', 'Roles', 'ProductID']
 ['Tags', 'Instance-RegisteredProduct', 'ProductID']
 ['Tags', 'RegisteredProducts', 'Description']
 ['Tags', 'RegisteredProducts', 'Name']
 ['Tags', 'RegisteredProducts', 'ID']
 ['ProductMigrations', 'Licenses', 'ProductID']
 ['ProductMigrations', 'Database-RegisteredProduct', 'ProductID']
 ['ProductMigrations', 'ProductWidgetConfig', 'ProductID']
 ['ProductMigrations', 'RegisteredProductURLs', 'ProductID']
 ['ProductMigrations', 'Permissions', 'ProductID']
 ['ProductMigrations', 'Roles', 'ProductID']
 ['ProductMigrations', 'Instance-RegisteredProduct', 'ProductID']
 ['ProductMigrations', 'RegisteredProducts', 'MigrationStatus']
 ['Licenses', 'Database-RegisteredProduct', 'ProductID']
 ['Licenses', 'Database-RegisteredProduct', 'Status']
 ['Licenses', 'Databases', 'ID']
 ['Licenses', 'Alerts_Metadata', 'ID']
 ['Licenses', 'ProductWidgetConfig', 'ID']
 ['Licenses', 'ProductWidgetConfig', 'ProductID']
 ['Licenses', 'ViewColumn', 'ID']
 ['Licenses', 'ViewConfig', 'ID']
 ['Licenses', 'RegisteredProductURLs', 'RestURL']
 ['Licenses', 'RegisteredProductURLs', 'ProductID']
 ['Licenses', 'RegisteredProductURLs', 'WebURL']
 ['Licenses', 'Permissions', 'ProductID']
 ['Licenses', 'Roles', 'ProductID']
 ['Licenses', 'Instance-RegisteredProduct', 'ProductID']
 ['Licenses', 'Instance-RegisteredProduct', 'Status']
 ['Licenses', 'RegisteredProducts', 'ID']
 ['Licenses', 'RegisteredProducts', 'Status']
 ['Database-RegisteredProduct', 'ProductWidgetConfig', 'ProductID']
 ['Database-RegisteredProduct', 'RegisteredProductURLs', 'ProductID']
 ['Database-RegisteredProduct', 'Permissions', 'ProductID']
 ['Database-RegisteredProduct', 'Roles', 'ProductID']
 ['Database-RegisteredProduct', 'Instance-RegisteredProduct', 'ProductID']
 ['Database-RegisteredProduct', 'Instance-RegisteredProduct', 'Status']
 ['Database-RegisteredProduct', 'RegisteredProducts', 'Status']
 ['Databases', 'Alerts_Metadata', 'ID']
 ['Databases', 'ProductWidgetConfig', 'Name']
 ['Databases', 'ProductWidgetConfig', 'ID']
 ['Databases', 'ViewColumn', 'ID']
 ['Databases', 'ViewConfig', 'Name']
 ['Databases', 'ViewConfig', 'ID']
 ['Databases', 'Permission_Instances', 'InstanceID']
 ['Databases', 'Instance-RegisteredProduct', 'InstanceID']
 ['Databases', 'RegisteredProducts', 'Name']
 ['Databases', 'RegisteredProducts', 'ID']
 ['Alerts_Metadata', 'ProductWidgetConfig', 'ID']
 ['Alerts_Metadata', 'ViewColumn', 'ID']
 ['Alerts_Metadata', 'ViewConfig', 'ID']
 ['Alerts_Metadata', 'Alerts', 'KB']
 ['Alerts_Metadata', 'Alerts', 'Message']
 ['Alerts_Metadata', 'Alerts', 'Metric']
 ['Alerts_Metadata', 'Alerts', 'PluralPreview']
 ['Alerts_Metadata', 'Alerts', 'Preview']
 ['Alerts_Metadata', 'Alerts', 'PluralMessage']
 ['Alerts_Metadata', 'Alerts', 'ProductId']
 ['Alerts_Metadata', 'Alerts', 'LinkToDetails']
 ['Alerts_Metadata', 'Alerts', 'LinkToDashboard']
 ['Alerts_Metadata', 'RegisteredProducts', 'ID']
 ['UsersProductWidgetConfig', 'ViewColumnWidgets', 'Settings']
 ['UsersProductWidgetConfig', 'ProductWidgetConfig', 'Settings']
 ['UsersProductWidgetConfig', 'ViewColumn', 'Settings']
 ['ViewColumnWidgets', 'ProductWidgetConfig', 'Collapsed']
 ['ViewColumnWidgets', 'ProductWidgetConfig', 'Settings']
 ['ViewColumnWidgets', 'ViewColumn', 'Settings']
 ['ProductWidgetConfig', 'ViewColumn', 'Settings']
 ['ProductWidgetConfig', 'ViewColumn', 'ID']
 ['ProductWidgetConfig', 'ViewConfig', 'Name']
 ['ProductWidgetConfig', 'ViewConfig', 'ID']
 ['ProductWidgetConfig', 'RegisteredProductURLs', 'ProductID']
 ['ProductWidgetConfig', 'Permissions', 'ProductID']
 ['ProductWidgetConfig', 'Roles', 'ProductID']
 ['ProductWidgetConfig', 'Instance-RegisteredProduct', 'ProductID']
 ['ProductWidgetConfig', 'RegisteredProducts', 'Description']
 ['ProductWidgetConfig', 'RegisteredProducts', 'Version']
 ['ProductWidgetConfig', 'RegisteredProducts', 'Name']
 ['ProductWidgetConfig', 'RegisteredProducts', 'ID']
 ['ViewColumn', 'ViewConfig', 'ID']
 ['ViewColumn', 'RegisteredProducts', 'ID']
 ['ViewConfig', 'RegisteredProducts', 'Name']
 ['ViewConfig', 'RegisteredProducts', 'ID']
 ['RegisteredProductURLs', 'Permissions', 'ProductID']
 ['RegisteredProductURLs', 'Roles', 'ProductID']
 ['RegisteredProductURLs', 'Instance-RegisteredProduct', 'ProductID']
 ['Permissions', 'Permission_Instances', 'PermissionID']
 ['Permissions', 'Roles', 'RoleID']
 ['Permissions', 'Roles', 'ProductID']
 ['Permissions', 'Instance-RegisteredProduct', 'ProductID']
 ['Permission_Instances', 'Instance-RegisteredProduct', 'InstanceID']
 ['Roles', 'Instance-RegisteredProduct', 'ProductID']
 ['Instance-RegisteredProduct', 'RegisteredProducts', 'Status']]
